County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District Zip,District Enrollment as of Oct 2021,School Number,School Enrollment as of Oct 2021
'178,NUECES COUNTY,'02,'02,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,'4819380,2505 WALDRON RD,CORPUS CHRISTI,78418-4798,5546,'178914105,794
'178,NUECES COUNTY,'02,'02,'02,'178914,FLOUR BLUFF ISD,INDEPENDENT,'4819380,2505 WALDRON RD,CORPUS CHRISTI,78418-4798,5546,'178914106,-1
'178,NUECES COUNTY,'02,'02,'02,'178915,WEST OSO ISD,INDEPENDENT,'4845120,5350 BEAR LN,CORPUS CHRISTI,78405,1969,'178915001,580
'178,NUECES COUNTY,'02,'02,'02,'178915,WEST OSO ISD,INDEPENDENT,'4845120,5350 BEAR LN,CORPUS CHRISTI,78405,1969,'178915002,-1
'178,NUECES COUNTY,'02,'02,'02,'178915,WEST OSO ISD,INDEPENDENT,'4845120,5350 BEAR LN,CORPUS CHRISTI,78405,1969,'178915041,484
'178,NUECES COUNTY,'02,'02,'02,'178915,WEST OSO ISD,INDEPENDENT,'4845120,5350 BEAR LN,CORPUS CHRISTI,78405,1969,'178915102,499
'178,NUECES COUNTY,'02,'02,'02,'178915,WEST OSO ISD,INDEPENDENT,'4845120,5350 BEAR LN,CORPUS CHRISTI,78405,1969,'178915104,-1
'179,OCHILTREE COUNTY,'16,'16,'16,'179901,PERRYTON ISD,INDEPENDENT,'4834650,P O BOX 1048,PERRYTON,79070-1048,2052,'179901001,630
'179,OCHILTREE COUNTY,'16,'16,'16,'179901,PERRYTON ISD,INDEPENDENT,'4834650,P O BOX 1048,PERRYTON,79070-1048,2052,'179901002,22
'179,OCHILTREE COUNTY,'16,'16,'16,'179901,PERRYTON ISD,INDEPENDENT,'4834650,P O BOX 1048,PERRYTON,79070-1048,2052,'179901041,455
'179,OCHILTREE COUNTY,'16,'16,'16,'179901,PERRYTON ISD,INDEPENDENT,'4834650,P O BOX 1048,PERRYTON,79070-1048,2052,'179901101,233
'179,OCHILTREE COUNTY,'16,'16,'16,'179901,PERRYTON ISD,INDEPENDENT,'4834650,P O BOX 1048,PERRYTON,79070-1048,2052,'179901102,435
'179,OCHILTREE COUNTY,'16,'16,'16,'179901,PERRYTON ISD,INDEPENDENT,'4834650,P O BOX 1048,PERRYTON,79070-1048,2052,'179901103,277
'180,OLDHAM COUNTY,'16,'16,'16,'180901,BOYS RANCH ISD,INDEPENDENT,'4811040,P O BOX 219,BOYS RANCH,79010-0219,178,'180901001,104
'180,OLDHAM COUNTY,'16,'16,'16,'180901,BOYS RANCH ISD,INDEPENDENT,'4811040,P O BOX 219,BOYS RANCH,79010-0219,178,'180901041,36
'180,OLDHAM COUNTY,'16,'16,'16,'180901,BOYS RANCH ISD,INDEPENDENT,'4811040,P O BOX 219,BOYS RANCH,79010-0219,178,'180901101,38
'180,OLDHAM COUNTY,'16,'16,'16,'180902,VEGA ISD,INDEPENDENT,'4843980,P O BOX 190,VEGA,79092-0190,370,'180902001,127
'180,OLDHAM COUNTY,'16,'16,'16,'180902,VEGA ISD,INDEPENDENT,'4843980,P O BOX 190,VEGA,79092-0190,370,'180902041,112
'180,OLDHAM COUNTY,'16,'16,'16,'180902,VEGA ISD,INDEPENDENT,'4843980,P O BOX 190,VEGA,79092-0190,370,'180902101,131
'180,OLDHAM COUNTY,'16,'16,'16,'180903,ADRIAN ISD,INDEPENDENT,'4807500,P O BOX 189,ADRIAN,79001-0189,113,'180903001,113
'180,OLDHAM COUNTY,'16,'16,'16,'180904,WILDORADO ISD,INDEPENDENT,'4845840,P O BOX 120,WILDORADO,79098-0120,230,'180904101,230
'181,ORANGE COUNTY,'05,'05,'05,'181901,BRIDGE CITY ISD,INDEPENDENT,'4811310,1031 W ROUNDBUNCH RD,BRIDGE CITY,77611,3106,'181901001,851
'181,ORANGE COUNTY,'05,'05,'05,'181901,BRIDGE CITY ISD,INDEPENDENT,'4811310,1031 W ROUNDBUNCH RD,BRIDGE CITY,77611,3106,'181901041,726
'181,ORANGE COUNTY,'05,'05,'05,'181901,BRIDGE CITY ISD,INDEPENDENT,'4811310,1031 W ROUNDBUNCH RD,BRIDGE CITY,77611,3106,'181901102,852
'181,ORANGE COUNTY,'05,'05,'05,'181901,BRIDGE CITY ISD,INDEPENDENT,'4811310,1031 W ROUNDBUNCH RD,BRIDGE CITY,77611,3106,'181901103,677
'181,ORANGE COUNTY,'05,'05,'05,'181905,ORANGEFIELD ISD,INDEPENDENT,'4833780,P O BOX 228,ORANGEFIELD,77639-0228,1851,'181905001,529
'181,ORANGE COUNTY,'05,'05,'05,'181905,ORANGEFIELD ISD,INDEPENDENT,'4833780,P O BOX 228,ORANGEFIELD,77639-0228,1851,'181905041,474
'181,ORANGE COUNTY,'05,'05,'05,'181905,ORANGEFIELD ISD,INDEPENDENT,'4833780,P O BOX 228,ORANGEFIELD,77639-0228,1851,'181905102,848
'181,ORANGE COUNTY,'05,'05,'05,'181906,WEST ORANGE-COVE CISD,INDEPENDENT,'4845090,P O BOX 1107,ORANGE,77631-1107,2560,'181906001,633
'181,ORANGE COUNTY,'05,'05,'05,'181906,WEST ORANGE-COVE CISD,INDEPENDENT,'4845090,P O BOX 1107,ORANGE,77631-1107,2560,'181906041,518
'181,ORANGE COUNTY,'05,'05,'05,'181906,WEST ORANGE-COVE CISD,INDEPENDENT,'4845090,P O BOX 1107,ORANGE,77631-1107,2560,'181906102,1107
'181,ORANGE COUNTY,'05,'05,'05,'181906,WEST ORANGE-COVE CISD,INDEPENDENT,'4845090,P O BOX 1107,ORANGE,77631-1107,2560,'181906104,302
'181,ORANGE COUNTY,'05,'05,'05,'181907,VIDOR ISD,INDEPENDENT,'4844160,120 E BOLIVAR ST,VIDOR,77662-4907,4265,'181907001,1229
'181,ORANGE COUNTY,'05,'05,'05,'181907,VIDOR ISD,INDEPENDENT,'4844160,120 E BOLIVAR ST,VIDOR,77662-4907,4265,'181907041,641
'181,ORANGE COUNTY,'05,'05,'05,'181907,VIDOR ISD,INDEPENDENT,'4844160,120 E BOLIVAR ST,VIDOR,77662-4907,4265,'181907101,613
'181,ORANGE COUNTY,'05,'05,'05,'181907,VIDOR ISD,INDEPENDENT,'4844160,120 E BOLIVAR ST,VIDOR,77662-4907,4265,'181907102,579
'181,ORANGE COUNTY,'05,'05,'05,'181907,VIDOR ISD,INDEPENDENT,'4844160,120 E BOLIVAR ST,VIDOR,77662-4907,4265,'181907103,585
'181,ORANGE COUNTY,'05,'05,'05,'181907,VIDOR ISD,INDEPENDENT,'4844160,120 E BOLIVAR ST,VIDOR,77662-4907,4265,'181907104,618
'181,ORANGE COUNTY,'05,'05,'05,'181908,LITTLE CYPRESS-MAURICEVILLE CISD,INDEPENDENT,'4827690,6586 FM 1130,ORANGE,77632,3233,'181908001,1023
'181,ORANGE COUNTY,'05,'05,'05,'181908,LITTLE CYPRESS-MAURICEVILLE CISD,INDEPENDENT,'4827690,6586 FM 1130,ORANGE,77632,3233,'181908041,468
'181,ORANGE COUNTY,'05,'05,'05,'181908,LITTLE CYPRESS-MAURICEVILLE CISD,INDEPENDENT,'4827690,6586 FM 1130,ORANGE,77632,3233,'181908042,280
'181,ORANGE COUNTY,'05,'05,'05,'181908,LITTLE CYPRESS-MAURICEVILLE CISD,INDEPENDENT,'4827690,6586 FM 1130,ORANGE,77632,3233,'181908101,624
'181,ORANGE COUNTY,'05,'05,'05,'181908,LITTLE CYPRESS-MAURICEVILLE CISD,INDEPENDENT,'4827690,6586 FM 1130,ORANGE,77632,3233,'181908102,557
'181,ORANGE COUNTY,'05,'05,'05,'181908,LITTLE CYPRESS-MAURICEVILLE CISD,INDEPENDENT,'4827690,6586 FM 1130,ORANGE,77632,3233,'181908103,281
'182,PALO PINTO COUNTY,'11,'11,'11,'182901,GORDON ISD,INDEPENDENT,'4821180,BOX 47,GORDON,76453-0047,264,'182901001,264
'182,PALO PINTO COUNTY,'11,'11,'11,'182902,GRAFORD ISD,INDEPENDENT,'4821330,400 W DIVISION,GRAFORD,76449-9701,321,'182902001,321
'182,PALO PINTO COUNTY,'11,'11,'11,'182903,MINERAL WELLS ISD,INDEPENDENT,'4830950,906 S W 5TH AVE,MINERAL WELLS,76067-4895,3235,'182903001,884
'182,PALO PINTO COUNTY,'11,'11,'11,'182903,MINERAL WELLS ISD,INDEPENDENT,'4830950,906 S W 5TH AVE,MINERAL WELLS,76067-4895,3235,'182903002,19
'182,PALO PINTO COUNTY,'11,'11,'11,'182903,MINERAL WELLS ISD,INDEPENDENT,'4830950,906 S W 5TH AVE,MINERAL WELLS,76067-4895,3235,'182903041,498
'182,PALO PINTO COUNTY,'11,'11,'11,'182903,MINERAL WELLS ISD,INDEPENDENT,'4830950,906 S W 5TH AVE,MINERAL WELLS,76067-4895,3235,'182903105,1834
'182,PALO PINTO COUNTY,'11,'11,'11,'182904,SANTO ISD,INDEPENDENT,'4839390,P O BOX 67,SANTO,76472-0067,499,'182904001,257
'182,PALO PINTO COUNTY,'11,'11,'11,'182904,SANTO ISD,INDEPENDENT,'4839390,P O BOX 67,SANTO,76472-0067,499,'182904101,242
'182,PALO PINTO COUNTY,'11,'11,'11,'182905,STRAWN ISD,INDEPENDENT,'4841700,P O BOX 428,STRAWN,76475-0428,162,'182905001,162
'182,PALO PINTO COUNTY,'11,'11,'11,'182905,STRAWN ISD,INDEPENDENT,'4841700,P O BOX 428,STRAWN,76475-0428,162,'182905002,0
'182,PALO PINTO COUNTY,'11,'11,'11,'182906,PALO PINTO ISD,INDEPENDENT,'4834140,P O BOX 280,PALO PINTO,76484-0280,84,'182906101,84
'183,PANOLA COUNTY,'07,'07,'07,'183801,PANOLA CHARTER SCHOOL,CHARTER,'4800213,P O BOX 610,CARTHAGE,75633,209,'183801001,50
'183,PANOLA COUNTY,'07,'07,'07,'183801,PANOLA CHARTER SCHOOL,CHARTER,'4800213,P O BOX 610,CARTHAGE,75633,209,'183801002,111
'183,PANOLA COUNTY,'07,'07,'07,'183801,PANOLA CHARTER SCHOOL,CHARTER,'4800213,P O BOX 610,CARTHAGE,75633,209,'183801003,48
'183,PANOLA COUNTY,'07,'07,'07,'183901,BECKVILLE ISD,INDEPENDENT,'4809690,P O BOX 37,BECKVILLE,75631-0037,686,'183901001,351
'183,PANOLA COUNTY,'07,'07,'07,'183901,BECKVILLE ISD,INDEPENDENT,'4809690,P O BOX 37,BECKVILLE,75631-0037,686,'183901101,335
'183,PANOLA COUNTY,'07,'07,'07,'183902,CARTHAGE ISD,INDEPENDENT,'4813110,#1 BULLDOG DR,CARTHAGE,75633-2370,2674,'183902001,800
'183,PANOLA COUNTY,'07,'07,'07,'183902,CARTHAGE ISD,INDEPENDENT,'4813110,#1 BULLDOG DR,CARTHAGE,75633-2370,2674,'183902042,432
'183,PANOLA COUNTY,'07,'07,'07,'183902,CARTHAGE ISD,INDEPENDENT,'4813110,#1 BULLDOG DR,CARTHAGE,75633-2370,2674,'183902101,570
'183,PANOLA COUNTY,'07,'07,'07,'183902,CARTHAGE ISD,INDEPENDENT,'4813110,#1 BULLDOG DR,CARTHAGE,75633-2370,2674,'183902103,353
'183,PANOLA COUNTY,'07,'07,'07,'183902,CARTHAGE ISD,INDEPENDENT,'4813110,#1 BULLDOG DR,CARTHAGE,75633-2370,2674,'183902104,519
'183,PANOLA COUNTY,'07,'07,'07,'183904,GARY ISD,INDEPENDENT,'4820460,132 BOBCAT TRAIL,GARY,75643-0189,487,'183904001,487
'184,PARKER COUNTY,'11,'11,'11,'184801,CROSSTIMBERS ACADEMY,CHARTER,'4800278,P O BOX 1327,WEATHERFORD,76086,149,'184801001,149
'184,PARKER COUNTY,'11,'11,'11,'184901,POOLVILLE ISD,INDEPENDENT,'4835340,P O BOX 96,POOLVILLE,76487-0096,645,'184901001,143
'184,PARKER COUNTY,'11,'11,'11,'184901,POOLVILLE ISD,INDEPENDENT,'4835340,P O BOX 96,POOLVILLE,76487-0096,645,'184901041,155
'184,PARKER COUNTY,'11,'11,'11,'184901,POOLVILLE ISD,INDEPENDENT,'4835340,P O BOX 96,POOLVILLE,76487-0096,645,'184901101,347
'184,PARKER COUNTY,'11,'11,'11,'184902,SPRINGTOWN ISD,INDEPENDENT,'4841280,301 E FIFTH ST,SPRINGTOWN,76082-2566,3888,'184902001,1117
'184,PARKER COUNTY,'11,'11,'11,'184902,SPRINGTOWN ISD,INDEPENDENT,'4841280,301 E FIFTH ST,SPRINGTOWN,76082-2566,3888,'184902041,616
'184,PARKER COUNTY,'11,'11,'11,'184902,SPRINGTOWN ISD,INDEPENDENT,'4841280,301 E FIFTH ST,SPRINGTOWN,76082-2566,3888,'184902106,593
'184,PARKER COUNTY,'11,'11,'11,'184902,SPRINGTOWN ISD,INDEPENDENT,'4841280,301 E FIFTH ST,SPRINGTOWN,76082-2566,3888,'184902107,394
'184,PARKER COUNTY,'11,'11,'11,'184902,SPRINGTOWN ISD,INDEPENDENT,'4841280,301 E FIFTH ST,SPRINGTOWN,76082-2566,3888,'184902108,577
'184,PARKER COUNTY,'11,'11,'11,'184902,SPRINGTOWN ISD,INDEPENDENT,'4841280,301 E FIFTH ST,SPRINGTOWN,76082-2566,3888,'184902109,591
'184,PARKER COUNTY,'11,'11,'11,'184903,WEATHERFORD ISD,INDEPENDENT,'4844800,1100 LONGHORN DR,WEATHERFORD,76086,8034,'184903001,2438
'184,PARKER COUNTY,'11,'11,'11,'184903,WEATHERFORD ISD,INDEPENDENT,'4844800,1100 LONGHORN DR,WEATHERFORD,76086,8034,'184903041,981
'184,PARKER COUNTY,'11,'11,'11,'184903,WEATHERFORD ISD,INDEPENDENT,'4844800,1100 LONGHORN DR,WEATHERFORD,76086,8034,'184903042,912
'184,PARKER COUNTY,'11,'11,'11,'184903,WEATHERFORD ISD,INDEPENDENT,'4844800,1100 LONGHORN DR,WEATHERFORD,76086,8034,'184903102,432
'184,PARKER COUNTY,'11,'11,'11,'184903,WEATHERFORD ISD,INDEPENDENT,'4844800,1100 LONGHORN DR,WEATHERFORD,76086,8034,'184903103,496
'184,PARKER COUNTY,'11,'11,'11,'184903,WEATHERFORD ISD,INDEPENDENT,'4844800,1100 LONGHORN DR,WEATHERFORD,76086,8034,'184903105,604
'184,PARKER COUNTY,'11,'11,'11,'184903,WEATHERFORD ISD,INDEPENDENT,'4844800,1100 LONGHORN DR,WEATHERFORD,76086,8034,'184903106,504
'184,PARKER COUNTY,'11,'11,'11,'184903,WEATHERFORD ISD,INDEPENDENT,'4844800,1100 LONGHORN DR,WEATHERFORD,76086,8034,'184903108,523
'184,PARKER COUNTY,'11,'11,'11,'184903,WEATHERFORD ISD,INDEPENDENT,'4844800,1100 LONGHORN DR,WEATHERFORD,76086,8034,'184903109,542
'184,PARKER COUNTY,'11,'11,'11,'184903,WEATHERFORD ISD,INDEPENDENT,'4844800,1100 LONGHORN DR,WEATHERFORD,76086,8034,'184903110,602
'184,PARKER COUNTY,'11,'11,'11,'184904,MILLSAP ISD,INDEPENDENT,'4830870,201 E BRAZOS ST,MILLSAP,76066-9444,1101,'184904001,336
'184,PARKER COUNTY,'11,'11,'11,'184904,MILLSAP ISD,INDEPENDENT,'4830870,201 E BRAZOS ST,MILLSAP,76066-9444,1101,'184904041,234
'184,PARKER COUNTY,'11,'11,'11,'184904,MILLSAP ISD,INDEPENDENT,'4830870,201 E BRAZOS ST,MILLSAP,76066-9444,1101,'184904101,531
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907001,1524
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907009,575
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907041,1142
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907042,0
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907101,651
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907102,645
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907103,555
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907104,505
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907105,466
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907106,738
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907107,0
'184,PARKER COUNTY,'11,'11,'11,'184907,ALEDO ISD,INDEPENDENT,'4807780,1008 BAILEY RANCH RD,ALEDO,76008-4407,7368,'184907110,567
'184,PARKER COUNTY,'11,'11,'11,'184908,PEASTER ISD,INDEPENDENT,'4834500,P O BOX 129,PEASTER,76485-0129,1625,'184908001,461
'184,PARKER COUNTY,'11,'11,'11,'184908,PEASTER ISD,INDEPENDENT,'4834500,P O BOX 129,PEASTER,76485-0129,1625,'184908041,388
'184,PARKER COUNTY,'11,'11,'11,'184908,PEASTER ISD,INDEPENDENT,'4834500,P O BOX 129,PEASTER,76485-0129,1625,'184908101,776
'184,PARKER COUNTY,'11,'11,'11,'184909,BROCK ISD,INDEPENDENT,'4811460,410 EAGLE SPIRIT LN,BROCK,76087-9636,2005,'184909001,534
'184,PARKER COUNTY,'11,'11,'11,'184909,BROCK ISD,INDEPENDENT,'4811460,410 EAGLE SPIRIT LN,BROCK,76087-9636,2005,'184909041,466
'184,PARKER COUNTY,'11,'11,'11,'184909,BROCK ISD,INDEPENDENT,'4811460,410 EAGLE SPIRIT LN,BROCK,76087-9636,2005,'184909101,474
'184,PARKER COUNTY,'11,'11,'11,'184909,BROCK ISD,INDEPENDENT,'4811460,410 EAGLE SPIRIT LN,BROCK,76087-9636,2005,'184909102,531
'184,PARKER COUNTY,'11,'11,'11,'184911,GARNER ISD,INDEPENDENT,'4820370,2222 GARNER SCHOOL RD,WEATHERFORD,76088-7044,245,'184911101,245
'185,PARMER COUNTY,'16,'16,'16,'185901,BOVINA ISD,INDEPENDENT,'4810950,P O BOX 70,BOVINA,79009-0070,458,'185901001,127
'185,PARMER COUNTY,'16,'16,'16,'185901,BOVINA ISD,INDEPENDENT,'4810950,P O BOX 70,BOVINA,79009-0070,458,'185901041,110
'185,PARMER COUNTY,'16,'16,'16,'185901,BOVINA ISD,INDEPENDENT,'4810950,P O BOX 70,BOVINA,79009-0070,458,'185901101,221
'185,PARMER COUNTY,'16,'16,'16,'185902,FARWELL ISD,INDEPENDENT,'4819110,P O BOX F,FARWELL,79325-0235,588,'185902001,168
'185,PARMER COUNTY,'16,'16,'16,'185902,FARWELL ISD,INDEPENDENT,'4819110,P O BOX F,FARWELL,79325-0235,588,'185902041,139
'185,PARMER COUNTY,'16,'16,'16,'185902,FARWELL ISD,INDEPENDENT,'4819110,P O BOX F,FARWELL,79325-0235,588,'185902101,281
'185,PARMER COUNTY,'16,'16,'16,'185903,FRIONA ISD,INDEPENDENT,'4819980,909 E 11TH ST,FRIONA,79035-1416,1080,'185903001,285
'185,PARMER COUNTY,'16,'16,'16,'185903,FRIONA ISD,INDEPENDENT,'4819980,909 E 11TH ST,FRIONA,79035-1416,1080,'185903041,229
'185,PARMER COUNTY,'16,'16,'16,'185903,FRIONA ISD,INDEPENDENT,'4819980,909 E 11TH ST,FRIONA,79035-1416,1080,'185903101,321
'185,PARMER COUNTY,'16,'16,'16,'185903,FRIONA ISD,INDEPENDENT,'4819980,909 E 11TH ST,FRIONA,79035-1416,1080,'185903102,245
'185,PARMER COUNTY,'16,'16,'16,'185904,LAZBUDDIE ISD,INDEPENDENT,'4826970,P O BOX 9,LAZBUDDIE,79053-0009,164,'185904001,164
'186,PECOS COUNTY,'18,'18,'18,'186901,BUENA VISTA ISD,INDEPENDENT,'4811910,P O BOX 310,IMPERIAL,79743-0310,240,'186901001,240
'186,PECOS COUNTY,'18,'18,'18,'186902,FORT STOCKTON ISD,INDEPENDENT,'4820190,101 W DIVISION ST,FORT STOCKTON,79735-7107,2248,'186902001,696
'186,PECOS COUNTY,'18,'18,'18,'186902,FORT STOCKTON ISD,INDEPENDENT,'4820190,101 W DIVISION ST,FORT STOCKTON,79735-7107,2248,'186902007,0
'186,PECOS COUNTY,'18,'18,'18,'186902,FORT STOCKTON ISD,INDEPENDENT,'4820190,101 W DIVISION ST,FORT STOCKTON,79735-7107,2248,'186902041,553
'186,PECOS COUNTY,'18,'18,'18,'186902,FORT STOCKTON ISD,INDEPENDENT,'4820190,101 W DIVISION ST,FORT STOCKTON,79735-7107,2248,'186902101,332
'186,PECOS COUNTY,'18,'18,'18,'186902,FORT STOCKTON ISD,INDEPENDENT,'4820190,101 W DIVISION ST,FORT STOCKTON,79735-7107,2248,'186902102,340
'186,PECOS COUNTY,'18,'18,'18,'186902,FORT STOCKTON ISD,INDEPENDENT,'4820190,101 W DIVISION ST,FORT STOCKTON,79735-7107,2248,'186902104,327
'186,PECOS COUNTY,'18,'18,'18,'186903,IRAAN-SHEFFIELD COLLEGIATE ISD,INDEPENDENT,'4824330,P O BOX 486,IRAAN,79744-0486,323,'186903001,85
'186,PECOS COUNTY,'18,'18,'18,'186903,IRAAN-SHEFFIELD COLLEGIATE ISD,INDEPENDENT,'4824330,P O BOX 486,IRAAN,79744-0486,323,'186903041,83
'186,PECOS COUNTY,'18,'18,'18,'186903,IRAAN-SHEFFIELD COLLEGIATE ISD,INDEPENDENT,'4824330,P O BOX 486,IRAAN,79744-0486,323,'186903101,155
'187,POLK COUNTY,'06,'06,'06,'187901,BIG SANDY ISD,INDEPENDENT,'4810170,P O BOX 188,DALLARDSVILLE,77332-0188,532,'187901001,532
'187,POLK COUNTY,'06,'06,'06,'187903,GOODRICH ISD,INDEPENDENT,'4821090,P O BOX 789,GOODRICH,77335-0789,244,'187903001,69
'187,POLK COUNTY,'06,'06,'06,'187903,GOODRICH ISD,INDEPENDENT,'4821090,P O BOX 789,GOODRICH,77335-0789,244,'187903041,49
'187,POLK COUNTY,'06,'06,'06,'187903,GOODRICH ISD,INDEPENDENT,'4821090,P O BOX 789,GOODRICH,77335-0789,244,'187903101,126
'187,POLK COUNTY,'06,'06,'06,'187904,CORRIGAN-CAMDEN ISD,INDEPENDENT,'4815300,504 S HOME ST,CORRIGAN,75939-2501,819,'187904001,227
'187,POLK COUNTY,'06,'06,'06,'187904,CORRIGAN-CAMDEN ISD,INDEPENDENT,'4815300,504 S HOME ST,CORRIGAN,75939-2501,819,'187904041,190
'187,POLK COUNTY,'06,'06,'06,'187904,CORRIGAN-CAMDEN ISD,INDEPENDENT,'4815300,504 S HOME ST,CORRIGAN,75939-2501,819,'187904103,402
'187,POLK COUNTY,'06,'06,'06,'187906,LEGGETT ISD,INDEPENDENT,'4827120,P O BOX 68,LEGGETT,77350-0068,219,'187906001,81
'187,POLK COUNTY,'06,'06,'06,'187906,LEGGETT ISD,INDEPENDENT,'4827120,P O BOX 68,LEGGETT,77350-0068,219,'187906101,138
'187,POLK COUNTY,'06,'06,'06,'187907,LIVINGSTON ISD,INDEPENDENT,'4827780,P O BOX 1297,LIVINGSTON,77351-1297,4023,'187907002,1130
'187,POLK COUNTY,'06,'06,'06,'187907,LIVINGSTON ISD,INDEPENDENT,'4827780,P O BOX 1297,LIVINGSTON,77351-1297,4023,'187907004,24
'187,POLK COUNTY,'06,'06,'06,'187907,LIVINGSTON ISD,INDEPENDENT,'4827780,P O BOX 1297,LIVINGSTON,77351-1297,4023,'187907041,911
'187,POLK COUNTY,'06,'06,'06,'187907,LIVINGSTON ISD,INDEPENDENT,'4827780,P O BOX 1297,LIVINGSTON,77351-1297,4023,'187907102,491
'187,POLK COUNTY,'06,'06,'06,'187907,LIVINGSTON ISD,INDEPENDENT,'4827780,P O BOX 1297,LIVINGSTON,77351-1297,4023,'187907103,492
'187,POLK COUNTY,'06,'06,'06,'187907,LIVINGSTON ISD,INDEPENDENT,'4827780,P O BOX 1297,LIVINGSTON,77351-1297,4023,'187907104,491
'187,POLK COUNTY,'06,'06,'06,'187907,LIVINGSTON ISD,INDEPENDENT,'4827780,P O BOX 1297,LIVINGSTON,77351-1297,4023,'187907106,484
'187,POLK COUNTY,'06,'06,'06,'187910,ONALASKA ISD,INDEPENDENT,'4833690,P O BOX 2289,ONALASKA,77360-2289,1215,'187910001,515
'187,POLK COUNTY,'06,'06,'06,'187910,ONALASKA ISD,INDEPENDENT,'4833690,P O BOX 2289,ONALASKA,77360-2289,1215,'187910101,700
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901001,2168
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901002,2111
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901003,6
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901004,1895
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901005,2185
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901041,752
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901042,809
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901043,868
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901044,695
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901045,707
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901046,465
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901047,652
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901048,851
'188,POTTER COUNTY,'16,'16,'16,'188901,AMARILLO ISD,INDEPENDENT,'4808130,7200 I-40 W,AMARILLO,79106-2598,30866,'188901049,419
